Date,Max_Temperature,Avg_Temperature,Min_Temperature,Max_Dew_Point,Avg_Dew_Point,Min_Dew_Point,Max_Humidity,Avg_Humidity,Min_Humidity,Max_Wind_Speed,Avg_Wind_Speed,Min_Wind_Speed,Max_Pressure,Avg_Pressure,Min_Pressure,Total_Precipitation
3/26/2019,34,28.3,20,9,5.5,3,40,25,14,13,6,0,971.8,969.7,967,0
3/27/2019,38,30.6,22,10,6.2,3,38,23.3,11,15,5.2,0,969.9,966,964.1,0
3/28/2019,40,32.2,24,12,5.7,-3,39,22.1,7,15,6.6,0,966,963.5,961.3,0
3/29/2019,39,32.9,25,16,8.7,1,48,25.7,10,20,9.4,0,965.1,962.9,960.3,0
3/30/2019,36,31.9,27,16,1.9,-5,51,18.5,7,22,12.5,4,966,964.2,962.2,0
3/31/2019,37,29.6,21,6,1.1,-5,38,18,7,15,7.8,0,967,964.9,963.2,0
4/1/2019,37,29.5,21,7,3.3,-3,38,21,8,15,6.8,0,968,964.7,962.2,0
4/2/2019,39,31.8,23,9,3.8,-2,38,19,7,15,8.8,4,965.1,963.8,961.3,0
4/3/2019,40,33.3,27,10,5.1,1,28,18.4,9,19,7.8,0,967,963.8,962.2,0
4/4/2019,41,33.7,27,12,5.8,1,35,18.7,8,22,10.5,0,966,963.9,961.3,0
4/5/2019,41,34,28,11,5.2,2,33,17.5,9,22,12.4,6,965.1,961.9,959.4,0
4/6/2019,40,32.9,26,13,6.8,2,44,21.4,10,387,21.3,4,963.2,961.5,958.4,0
4/7/2019,38,31.1,0,15,11.6,0,54,30.4,0,19,9.5,0,964.1,940.3,0,0
4/8/2019,39,32.8,26,15,10.3,3,51,27.4,11,19,8.3,4,963.2,961.7,959.4,0
4/9/2019,40,34.5,27,14,9.1,4,42,22.5,11,17,7.2,0,966,963.6,961.3,0
4/10/2019,40,35.1,29,12,7.8,2,29,19.7,11,20,10.2,2,965.1,962.7,960.3,0
4/11/2019,40,34,28,12,9.3,4,37,23,11,20,10.8,4,965.1,963.3,961.3,0
4/12/2019,39,34,28,13,10.6,6,37,25.1,13,15,9,4,967,963.9,961.3,0
4/13/2019,39,34.6,28,12,8.8,5,37,21.5,13,15,6.3,0,967,963.9,962.2,0
4/14/2019,40,33.1,26,14,9.3,5,47,24.4,12,46,14.4,4,966,963.3,960.3,0
4/15/2019,32,23.1,18,19,16,12,100,69,31,37,14.2,4,968.9,965.1,962.2,0
4/16/2019,27,22.5,19,18,16.6,14,94,71.1,48,19,13.3,0,967,965.7,963.2,0
4/17/2019,30,25.8,19,17,13.9,11,88,49.6,31,15,6.6,0,968.9,945.5,0,0
4/18/2019,31,27,0,14,10.8,0,57,35.8,0,15,5,0,967,944.5,0,0
4/19/2019,35,29.6,23,13,9.2,2,53,30,13,15,4.9,0,965.1,962.1,960.3,0
4/20/2019,38,32,25,13,8,3,47,24.4,12,15,5.8,0,964.1,940.7,0,0
4/21/2019,40,33.8,27,13,7.7,2,37,21.9,9,22,7.3,0,963.2,961.4,959.4,0
4/22/2019,41,36,28,11,6.2,0,32,17,8,19,7.2,0,964.1,962.6,961.3,0
4/23/2019,41,35.4,30,12,5.8,1,29,16.7,9,22,9.2,0,966,963.4,961.3,0
4/24/2019,41,35.7,30,11,5.1,1,29,15.9,9,22,9.8,0,965.1,962.8,961.3,0
4/25/2019,41,35.4,30,12,9.2,5,31,20.7,12,15,7.2,0,964.1,962.7,960.3,0
4/26/2019,41,36.3,29,7,3.9,0,23,13.9,8,19,8,0,965.1,962.1,960.3,0
4/27/2019,41,36.2,29,9,3.5,-1,27,13.7,7,15,6.3,0,964.1,961.1,959.4,0
4/28/2019,42,35.9,29,8,2.9,-3,27,13.7,6,13,5.1,0,963.2,959.5,957.5,0
4/29/2019,42,36.8,28,7,1.5,-5,25,12,5,19,9.4,0,960.3,957.6,955.5,0
4/30/2019,41,35.3,29,7,3.5,-1,23,14.3,8,13,5.8,0,958.4,956.8,954.6,0
5/1/2019,41,35.7,29,10,4.6,0,30,15.5,8,28,7.9,0,959.4,957.7,955.5,0
5/2/2019,38,31.1,26,15,11.5,8,51,31.2,16,24,7.6,0,962.2,960.8,958.4,0
5/3/2019,38,32.6,27,12,7.8,2,39,22.7,12,20,7.1,0,964.1,963,961.3,0
5/4/2019,40,33.6,27,10,1.2,-5,34,14.8,6,19,4.5,0,966,963.1,961.3,0
5/5/2019,41,34.9,27,4,-1.5,-5,23,10.6,5,24,12,0,963.2,960.9,958.4,0
5/6/2019,41,35.6,30,5,1,-3,19,11.8,7,20,13.1,0,962.2,960.2,958.4,0
5/7/2019,41,35.7,31,11,4.4,1,27,15.2,8,28,15,6,962.2,960.5,959.4,0
5/8/2019,40,35,29,11,4.9,0,29,16.4,9,24,14.8,6,961.3,959.9,956.5,0
5/9/2019,39,34.1,28,11,7.6,4,30,20.3,11,20,13.4,6,962.2,960.5,958.4,0
5/10/2019,39,33.6,27,15,11,6,45,26.4,14,28,10.8,0,964.1,962.1,960.3,0
5/11/2019,37,33,26,15,10.8,9,48,26.5,18,15,7,0,964.1,961.2,959.4,0
5/12/2019,40,32.5,24,17,11.9,7,65,31.2,14,30,14,6,964.1,960.2,956.5,0
5/13/2019,38,32,24,18,12.7,10,69,32.8,18,15,6.8,0,962.2,960.3,958.4,0
5/14/2019,39,33.6,27,15,11.3,6,48,27.2,14,28,10.5,0,963.2,961.2,958.4,0
5/15/2019,38,32.6,26,16,12.2,9,48,30.3,17,22,10.6,0,964.1,962.6,960.3,0
5/16/2019,38,29.2,23,18,14,9,73,43,19,46,12.2,0,964.1,942.1,0,0
5/17/2019,35,30.6,23,19,15.4,13,78,41.5,26,20,9.5,0,965.1,962.7,961.3,0
5/18/2019,38,33.3,26,16,10.2,4,54,25.9,13,15,3.9,0,965.1,963.1,961.3,0
5/19/2019,39,33.7,28,17,12.2,8,48,27.9,17,19,4.5,0,965.1,963,961.3,0
5/20/2019,40,34.4,29,16,13.3,10,45,29.1,17,22,5.2,0,964.1,961.8,960.3,0
5/21/2019,39,32.6,28,24,18.9,14,74,47.3,22,17,5.9,0,962.2,959.9,957.5,0
5/22/2019,40,34.4,28,24,16.5,12,74,36.1,19,15,7.5,0,960.3,958.9,956.5,0
5/23/2019,38,34.1,28,18,16.3,14,54,35.3,24,20,9.2,0,961.3,960.2,958.4,0
5/24/2019,39,34.8,29,18,11.3,7,51,25.3,14,15,5.6,0,962.2,959.9,958.4,0
5/25/2019,42,35.5,0,13,9.3,0,37,20.2,0,15,7.8,0,961.3,938.1,0,0
5/26/2019,42,36.2,32,12,7.8,4,29,18.1,10,11,5.9,0,961.3,958.7,957.5,0
5/27/2019,41,34.6,31,10,7.1,4,27,18.7,10,11,4.9,0,961.3,959.2,956.5,0
5/28/2019,44,39.6,31,12,5.1,-2,25,13.4,6,15,7.5,0,959.4,957.4,955.5,0
5/29/2019,44,38.6,33,11,7.7,2,26,16.2,8,19,10.9,6,958.4,956.5,953.6,0
5/30/2019,44,38,32,12,9.9,6,26,18.5,11,28,10.7,0,961.3,957.1,955.5,0
5/31/2019,44,38.2,32,15,11.4,6,34,21.5,10,19,12.1,4,958.4,956.6,954.6,0
6/1/2019,45,39.6,34,15,7,1,30,15.1,7,22,12.4,0,958.4,955.9,953.6,0
6/2/2019,46,39.1,0,14,8,0,25,15.2,0,19,11.2,4,958.4,955.8,953.6,0
6/3/2019,45,39.7,35,14,7.1,2,28,15,8,22,13.6,4,958.4,956.6,954.6,0
6/4/2019,43,38.6,33,18,12.8,7,34,21.9,15,22,11.6,0,959.4,957,954.6,0
6/5/2019,45,37.5,0,18,7.5,-1,48,18.8,0,22,12,0,959.4,937.7,0,0
6/6/2019,44,37.3,30,21,12.6,3,52,27.4,9,20,9.6,4,961.3,959,956.5,0
6/7/2019,44,38.8,32,21,8.6,-1,52,19.1,6,15,6.2,0,960.3,957.5,955.5,0
6/8/2019,46,40,32,11,5.9,1,26,13.6,7,15,5.6,0,957.5,955.1,953.6,0
6/9/2019,46,40.2,35,11,6.7,2,22,13.9,7,19,12.9,2,955.5,953.7,951.7,0
6/10/2019,43,36.6,32,18,14.3,8,43,27.3,13,28,9.4,0,955.5,954.1,952.7,0
6/11/2019,42,33.7,28,22,17.4,13,66,41.4,18,37,11.5,0,957.5,955.4,952.7,0
6/12/2019,36,30.8,0,21,18.8,0,62,47.8,0,19,8.2,0,959.4,937.2,0,0
6/13/2019,40,35.5,29,21,17.7,15,62,35.8,25,19,9.8,0,957.5,955.6,953.6,0
6/14/2019,39,33.1,28,22,20.2,18,70,47,29,28,12,4,958.4,956.6,954.6,0
6/15/2019,34,29.9,26,26,22.9,21,100,66.8,49,28,9.8,0,959.4,957.8,956.5,0
6/16/2019,37,30.9,28,24,22.4,19,79,62.3,35,22,11.5,0,959.4,957.1,955.5,0
6/17/2019,30,26.3,23,24,22.3,20,100,79,62,22,8.7,0,960.3,957.6,956.5,0
6/18/2019,32,27.1,23,23,21.4,20,94,72.2,52,19,7.5,0,958.4,957.4,955.5,0
6/19/2019,37,31.3,25,22,20.7,17,83,54,35,19,7.7,0,959.4,957.6,955.5,0
6/20/2019,36,32.7,30,22,20.2,19,62,48,39,22,7.2,0,960.3,958,955.5,0
6/21/2019,40,35.4,30,22,17.6,13,62,36.4,22,17,8.3,0,959.4,956.9,954.6,0
6/22/2019,39,33.9,30,23,20.1,17,62,45.3,30,24,9.4,0,958.4,956.5,954.6,0
6/23/2019,39,32,29,24,22.3,20,74,57.9,33,22,9.4,0,959.4,958,955.5,0
6/24/2019,39,33,29,24,22,11,70,53.4,23,15,6.9,0,959.4,957.9,955.5,0
6/25/2019,41,36.4,28,23,19.6,16,74,39.8,23,22,10.9,0,958.4,955.9,952.7,0
6/26/2019,40,35.5,31,22,18.7,15,55,38.1,24,19,12.5,0,956.5,954.4,951.7,0
6/27/2019,40,35,30,23,20.4,17,58,43.6,26,22,10.8,0,956.5,953.8,950.8,0
6/28/2019,41,34.9,28,23,19.9,17,70,42.8,28,26,13.1,6,955.5,953.5,950.8,0
6/29/2019,41,34.8,30,22,20.5,17,55,44.4,24,19,13.5,0,956.5,954.1,950.8,0
6/30/2019,41,32.2,26,23,20.7,17,74,52.6,28,22,15.5,6,956.5,954.6,951.7,0
7/1/2019,40,34.7,29,23,20.2,17,62,44.3,26,19,11.4,4,956.5,954.6,951.7,0
7/2/2019,39,33.9,29,25,22.1,19,79,51.1,31,22,11.7,0,956.5,954.4,951.7,0
7/3/2019,37,30.5,27,26,23.9,21,94,70.3,39,19,7.5,0,955.5,953.8,951.7,0
7/4/2019,31,28.7,27,26,24.8,23,94,79.9,66,19,10.3,4,953.6,952.3,950.8,0
7/5/2019,29,25.8,23,26,24.6,23,100,93.6,79,22,5.6,0,952.7,951.8,949.8,0
7/6/2019,31,28.4,25,25,23.7,22,94,76.3,62,20,9.1,0,954.6,953,951.7,0
7/7/2019,35,30.9,0,26,24.2,0,94,66.8,0,22,12.9,0,954.6,952.8,950.8,0
7/8/2019,33,29.9,26,27,25.8,24,100,79,63,15,9.9,4,954.6,952.9,950.8,0
7/9/2019,37,32.5,28,25,22.3,20,79,55.8,39,22,15.4,9,954.6,952.3,949.8,0
7/10/2019,36,32.4,29,27,22.4,20,71,56.6,39,20,15.4,9,955.5,954.2,952.7,0
7/11/2019,36,31.9,28,23,21.1,20,74,53.6,39,22,15.6,7,957.5,956.3,954.6,0
7/12/2019,36,32.4,28,23,20.7,19,74,51,37,22,16.5,11,958.4,956.4,954.6,0
7/13/2019,36,32.3,28,22,20.4,19,70,50.2,37,26,16.8,7,956.5,934.7,0,0
7/14/2019,35,32.1,29,22,21,20,66,52,41,19,15.3,9,955.5,954.1,952.7,0
7/15/2019,34,31.3,29,23,21,20,70,54.5,44,24,12.5,0,958.4,956.7,954.6,0
7/16/2019,36,32.3,29,24,21.1,19,70,52.5,39,20,12.6,0,958.4,957.1,954.6,0
7/17/2019,34,28.1,25,25,23.3,21,94,77,49,28,6.5,0,958.4,957.1,955.5,0
7/18/2019,34,31.1,27,26,23.9,22,84,65.8,49,19,6.2,0,959.4,957.5,955.5,0
7/19/2019,36,31.3,28,25,23.9,22,84,65.3,44,19,6.9,0,959.4,957.6,956.5,0
7/20/2019,38,32.1,28,25,23.9,22,84,62.8,42,20,11,4,959.4,956.7,954.6,0
7/21/2019,37,31.7,28,26,24,21,84,64.4,44,17,9.2,6,957.5,955.8,954.6,0
7/22/2019,38,34.1,30,25,23.4,21,70,54.3,37,17,8.7,0,957.5,955.3,952.7,0
7/23/2019,39,29.3,23,26,24.4,23,100,78,40,22,12,0,958.4,955.3,952.7,0
7/24/2019,27,25.3,23,25,24.4,23,100,95.1,84,19,6.4,0,958.4,955.9,952.7,0
7/25/2019,28,26,24,26,25.2,24,100,95.8,84,28,6.4,0,956.5,953.5,951.7,0
7/26/2019,27,26.3,25,27,26,25,100,98.3,89,13,5.4,0,955.5,953.5,951.7,0
7/27/2019,31,26.4,0,27,25.5,0,100,93.1,0,13,8.3,4,956.5,954.7,952.7,0
7/28/2019,32,28.9,26,27,25.9,25,100,84.7,70,22,14,6,956.5,955.6,953.6,0
7/29/2019,33,30.3,27,26,25.3,24,89,75.4,59,17,10.3,0,957.5,955.5,952.7,0
7/30/2019,32,31.1,29,26,25.3,24,84,71.3,62,11,5.7,0,957.5,955,953.6,0
7/31/2019,34,29.2,25,26,25.5,24,100,82,59,19,6.5,0,956.5,955.1,952.7,0
8/1/2019,32,28.2,26,27,25.8,25,100,87.2,70,15,7.3,0,955.5,954.5,952.7,0
8/2/2019,33,28.8,26,28,25.8,24,100,84.4,59,17,3.6,0,955.5,954.1,952.7,0
8/3/2019,34,29.7,27,27,25.9,25,94,80.9,59,7,1.3,0,955.5,952.9,950.8,0
8/4/2019,34,29.4,27,28,26,24,94,82.3,63,22,7.7,0,953.6,952.1,949.8,0
8/5/2019,32,26.8,25,27,25.3,24,100,91.9,70,37,8.2,0,953.6,952.5,950.8,0
8/6/2019,31,26.9,25,26,25.6,25,100,93.1,74,28,3.9,0,953.6,952,949.8,0
8/7/2019,34,30.8,26,26,25.4,24,100,74.6,59,19,11.4,0,952.7,951.2,948.9,0
8/8/2019,31,27.8,25,27,25.5,24,100,87.7,70,26,18.7,11,952.7,951.5,949.8,0
8/9/2019,31,27.1,25,26,25.4,24,100,90.8,70,22,12.4,4,955.5,953.8,950.8,0
8/10/2019,31,27.6,26,26,24.9,24,100,85.7,70,11,7.4,4,957.5,956.7,955.5,0
8/11/2019,32,28.9,26,26,25.3,24,100,80.9,66,19,11.3,7,959.4,957,955.5,0
8/12/2019,31,27.9,25,26,24.7,23,100,83.3,70,28,9.7,0,959.4,957.9,956.5,0
8/13/2019,30,27.5,26,27,25.9,25,100,91.5,79,19,10.5,0,959.4,937.5,0,0
8/14/2019,31,26.7,0,26,24.9,0,100,88.1,0,19,9.7,0,958.4,936.5,0,0
8/15/2019,29,26.4,25,26,25,24,100,92,79,20,9.3,0,955.5,954,952.7,0
8/16/2019,26,25.1,25,26,24.9,24,100,98.9,94,22,11.6,0,958.4,956,952.7,0
8/17/2019,32,27.9,25,26,24.9,23,100,84.2,70,20,9.5,0,961.3,959.9,958.4,0
8/18/2019,34,28.8,0,26,23.7,0,94,72.4,0,17,10.8,0,963.2,936.6,0,0
8/19/2019,34,29.9,26,25,23.7,20,89,70.4,49,19,10.3,0,963.2,960.6,958.4,0
8/20/2019,34,30.2,27,25,23.2,19,89,66.7,56,20,12.9,4,961.3,959.6,957.5,0
8/21/2019,34,29.4,27,25,23.5,22,84,71.4,52,20,8.3,0,961.3,959.5,957.5,0
8/22/2019,34,30.8,27,25,23.1,22,89,64.3,49,19,12.7,2,961.3,959.2,957.5,0
8/23/2019,34,30.5,26,26,23.6,22,89,67.3,49,20,8.9,0,961.3,959.1,957.5,0
8/24/2019,30,27.3,25,26,24.5,23,100,85.1,66,22,6.3,0,960.3,958.9,956.5,0
8/25/2019,32,29,26,26,24.9,24,94,79,62,15,8.6,2,959.4,958.1,956.5,0
8/26/2019,34,29.1,27,27,25.5,23,100,82,55,17,7,0,959.4,957.8,955.5,0
8/27/2019,33,29.3,27,27,25.8,25,94,82.3,63,17,5.7,0,960.3,958.7,956.5,0
8/28/2019,33,29,27,27,25.8,24,94,83.6,63,15,3.7,0,961.3,959.6,957.5,0
8/29/2019,34,29.6,27,27,25.2,24,94,78.5,56,15,4.3,0,959.4,957.3,955.5,0
8/30/2019,35,31,27,27,25.4,24,89,72.3,56,11,2.6,0,957.5,955.8,953.6,0
8/31/2019,34,28.7,25,26,25.8,25,100,85.4,59,19,5.7,0,958.4,957.5,955.5,0
9/1/2019,33,29.1,26,27,25.4,23,100,81,63,17,5.2,0,959.4,957.9,955.5,0
9/2/2019,34,30.3,27,27,25.6,24,94,76.5,59,19,3.2,0,959.4,957.3,954.6,0
9/3/2019,35,30.3,27,27,25.8,24,94,77.6,56,19,4.3,0,957.5,956.2,953.6,0
9/4/2019,34,30.1,27,27,25.5,25,94,77.1,59,111,7.5,0,958.4,956.2,953.6,0
9/5/2019,33,28.8,26,28,25.9,24,100,84.8,63,19,5,0,956.5,955.5,953.6,0
9/6/2019,32,28.8,26,26,25.2,24,100,81.5,66,17,6.1,0,958.4,956.7,955.5,0
9/7/2019,33,30,27,26,25.7,24,94,78.6,63,13,4.3,0,959.4,957.5,955.5,0
9/8/2019,36,31.9,27,26,24.4,20,94,66.4,39,15,4.8,0,958.4,956.6,954.6,0
9/9/2019,37,32.8,29,27,24.5,22,84,62.9,44,11,5.1,0,957.5,956.4,953.6,0
9/10/2019,37,32.3,29,27,26.3,25,89,71.3,50,17,9.7,4,959.4,958,955.5,0
9/11/2019,37,31.4,27,26,24.5,22,89,68.5,42,22,12.7,0,960.3,959,956.5,0
9/12/2019,36,30.5,26,26,25.1,23,94,74.2,47,22,8.7,0,961.3,959.3,956.5,0
9/13/2019,34,30.5,28,26,24.8,24,89,72.3,56,17,10,0,961.3,960,957.5,0
9/14/2019,29,27.6,25,27,25.9,25,100,90.9,79,13,3.8,0,962.2,960.2,958.4,0
9/15/2019,36,30.7,26,26,24.9,23,100,72.9,49,13,7.7,0,961.3,959.4,956.5,0
9/16/2019,36,29.7,23,30,23,19,84,65.6,0,28,7.8,0,962.2,960.7,958.4,0
9/17/2019,34,28.8,26,25,22.8,18,89,71.2,46,22,6.5,0,965.1,963.8,962.2,0
9/18/2019,32,28.1,25,25,23.3,21,94,76.7,52,17,9.8,0,967,964.6,963.2,0
9/19/2019,32,27.8,25,24,23,22,94,75.9,58,11,8.1,6,966,963.4,961.3,0
9/20/2019,30,27.2,24,24,22.9,21,89,78,66,19,8.9,0,965.1,962.7,960.3,0
9/21/2019,32,27.1,23,22,21.6,20,94,73.2,49,26,9.7,0,966,964.4,962.2,0
9/22/2019,31,26.9,24,23,22.2,21,94,76.8,55,19,11.3,0,968,965.4,963.2,0
9/23/2019,31,26.6,24,26,22.9,22,94,81.3,58,19,12,6,967,965.3,963.2,0
9/24/2019,31,26.8,24,24,23.4,23,100,82.6,62,22,14.3,9,968.9,966.6,964.1,0
9/25/2019,31,27.2,25,24,23.6,23,94,81.5,62,15,9,0,968.9,966.6,964.1,0
9/26/2019,32,28.1,25,23,22.6,21,89,73.3,52,15,7.9,0,968,965.4,963.2,0
9/27/2019,31,27,24,23,22.1,20,94,75.9,55,11,6.5,0,966,964.1,961.3,0
9/28/2019,30,25.8,24,25,22.8,21,100,84.4,66,19,3.9,0,967,965.1,963.2,0
9/29/2019,32,27.5,0,23,21.1,0,94,67,0,17,6.7,0,966,938.7,0,0
9/30/2019,31,27.2,24,24,22.1,20,94,74.7,52,15,3.1,0,965.1,963.7,961.3,0
10/1/2019,33,26.8,24,24,20.7,17,94,70.2,46,22,4.3,0,967,965,964.1,0
10/2/2019,33,28,24,21,19.5,17,83,61,40,17,5.6,0,968,965.4,963.2,0
10/3/2019,33,27.1,23,20,19,15,78,62.5,34,19,6.3,0,968,965.8,963.2,0
10/4/2019,32,27.8,23,21,18.4,16,83,58.4,40,11,4.3,0,968,966.2,964.1,0
10/5/2019,32,28.3,23,21,18.1,15,83,55.3,36,11,4.6,0,968.9,966.7,965.1,0
10/6/2019,33,25.5,22,21,19.9,18,94,72.3,41,19,6.2,0,969.9,967.9,966,0
10/7/2019,32,27,22,21,16.9,15,88,55.8,38,9,3.5,0,968.9,967.1,965.1,0
10/8/2019,32,27.7,22,19,15,12,73,47.3,31,9,3.5,0,968.9,966.4,965.1,0
10/9/2019,33,27.8,22,19,12.7,9,69,41.4,24,11,4.6,0,968,966.1,965.1,0
10/10/2019,33,27.3,21,17,13,8,69,43.8,21,11,4.1,0,968,965.9,964.1,0
10/11/2019,34,27.8,0,17,13.9,0,64,42.7,0,11,4.7,0,968.9,967.1,965.1,0
10/12/2019,35,29.2,24,16,12.2,7,57,36.9,19,17,5,0,968.9,967.2,965.1,0
10/13/2019,35,29.2,23,18,13.7,9,61,40.6,20,13,4.2,0,969.9,968.1,966,0
10/14/2019,34,28.3,23,15,13.2,9,61,40.9,23,9,3.6,0,969.9,968.6,967,0
10/15/2019,34,28.6,23,16,13.7,10,61,41.8,23,15,5.9,0,970.8,968.7,967,0
10/16/2019,34,28.4,23,17,15.1,11,69,46.1,26,9,4.7,0,970.8,968.2,966,0
10/17/2019,33,27.8,22,18,16.1,14,73,50.6,34,11,6.7,0,970.8,968.5,966,0
10/18/2019,32,27.6,23,18,15.8,13,73,49.5,31,17,4.9,0,971.8,969.9,968,0
10/19/2019,32,27.2,21,18,11.4,3,73,39.6,16,15,6.5,0,971.8,969.6,968,0
10/20/2019,32,26.4,21,14,10.6,4,56,39,17,11,3.9,0,970.8,967.7,966,0
10/21/2019,32,26,20,13,9.6,6,64,37.9,20,15,3.7,0,968.9,965.8,964.1,0
10/22/2019,33,26.2,19,11,6.4,1,56,30.6,14,11,3.4,0,967,964.8,962.2,0
10/23/2019,33,26.4,20,12,9.2,6,50,35.5,20,11,5,0,968,965.6,963.2,0
10/24/2019,32,26.1,21,13,11.3,8,60,41.3,24,13,6.7,0,968,966.4,964.1,0
10/25/2019,30,24.8,20,15,12.1,9,64,46.5,27,13,6,0,970.8,968.3,966,0
10/26/2019,31,25.6,19,14,11.4,7,68,43.2,22,7,2.7,0,969.9,968.1,966,0
10/27/2019,29,24.6,20,16,13.7,12,69,51.6,35,7,2,0,970.8,968.9,968,0
10/28/2019,32,25.6,21,14,11.8,8,60,43.4,24,9,2.5,0,970.8,969.1,968,0
10/29/2019,31,25.3,0,17,10.5,0,60,40.1,0,7,2.7,0,970.8,946.8,0,0
10/30/2019,34,28.4,20,16,14.5,12,68,43.5,30,9,3.6,0,969.9,967.1,965.1,0
10/31/2019,34,27.7,21,15,12.6,8,64,41.9,20,19,6.7,0,969.9,967.2,965.1,0
11/1/2019,32,26.3,22,15,14.1,7,64,48.1,21,19,9.7,0,970.8,968.7,967,0
11/2/2019,30,25.3,21,17,16.1,14,78,57.2,43,11,5.5,0,971.8,969.8,968,0
11/3/2019,31,25.5,19,18,14.5,12,78,51.8,35,13,4.5,0,971.8,969.5,968,0
11/4/2019,30,24.4,19,15,9.8,6,73,42,22,9,3.3,0,969.9,966.7,964.1,0
11/5/2019,30,24.4,20,17,12.2,8,78,47.5,29,9,5.7,0,967,964.3,962.2,0
11/6/2019,26,22.5,20,17,15,13,78,62.6,44,24,13,4,967,965.4,963.2,0
11/7/2019,29,24.5,20,24,14.7,13,84,54.9,40,17,9.5,4,968.9,968,966,0
11/8/2019,29,24.7,20,14,11.7,10,60,45,33,17,8.4,0,969.9,968.6,967,0
11/9/2019,28,21.9,19,13,11.5,10,60,52.2,35,9,4.9,0,970.8,968.3,967,0
11/10/2019,30,24.2,19,14,12.3,10,60,48.1,35,11,6.7,0,969.9,967.5,966,0
11/11/2019,30,24.8,20,15,13,10,64,48.9,35,13,7.4,0,969.9,968.6,967,0
11/12/2019,30,24.7,20,14,13.2,11,64,49.4,35,15,7.7,0,971.8,970.3,968.9,0
11/13/2019,28,23.9,20,15,13.3,12,60,52,42,22,9.4,0,972.7,971.2,969.9,0
11/14/2019,29,23.2,18,13,11.6,10,68,49.1,33,83,6.1,0,972.7,970.1,968.9,0
11/15/2019,29,24.1,19,14,11.8,10,68,47.2,30,15,8.4,0,971.8,970.7,968.9,0
11/16/2019,29,23.8,19,13,11.3,10,68,46.4,32,19,8.2,0,973.7,970.9,968.9,0
11/17/2019,27,21.6,0,14,9.2,0,68,44.7,0,17,5.3,0,972.7,969.8,968,0
11/18/2019,27,21.7,16,10,8.4,6,63,44.2,28,9,3.8,0,970.8,968.9,967,0
11/19/2019,28,21.9,16,12,10.2,9,64,48.6,30,13,5.6,0,970.8,969.4,967,0
11/20/2019,27,21.7,17,11,10.6,10,64,50.5,34,15,7.4,4,972.7,950.7,0,0
11/21/2019,28,22.2,17,13,11.1,8,68,50.7,32,7,3.1,0,973.7,971.3,969.9,0
11/22/2019,28,22.4,18,14,12.6,11,68,54.8,39,7,2.2,0,973.7,971,968.9,0
11/23/2019,30,22.4,18,14,12.7,11,73,55.1,33,11,4,0,972.7,970.3,968.9,0
11/24/2019,27,21.6,0,14,12.8,0,68,55.8,0,15,8.4,0,972.7,949.3,0,0
11/25/2019,27,22.3,18,13,11.5,10,73,51.4,34,15,8.9,0,972.7,969.4,967,0
11/26/2019,27,22.4,18,15,13.4,10,73,57.9,42,19,10.7,6,970.8,969,967,0
11/27/2019,26,21.5,17,17,16.1,15,94,72.5,54,15,6.7,0,971.8,969.7,968,0
11/28/2019,23,19.5,16,16,15.2,14,94,77,61,13,5.8,0,972.7,971.1,968.9,0
11/29/2019,24,20.1,16,15,14.3,14,88,70.1,53,11,5.1,0,973.7,971.3,968.9,0
11/30/2019,23,19.1,14,15,12.5,9,82,66.2,57,9,3,0,973.7,971.3,968.9,0
12/1/2019,25,18.9,12,9,4.5,1,77,41.9,21,7,2.1,0,973.7,972.1,970.8,0
12/2/2019,26,18.9,11,14,2.3,-3,94,37.3,15,9,3.5,0,973.7,971.8,969.9,0
12/3/2019,26,18.4,11,5,2.7,-3,62,38.4,15,9,3,0,974.6,951.1,0,0
12/4/2019,25,18.1,12,8,4.9,-1,72,45.3,18,13,4.7,0,977.5,974.6,972.7,0
12/5/2019,22,17.1,12,9,7.5,5,77,54.6,33,9,1.7,0,976.5,973.8,972.7,0
12/6/2019,23,17.3,12,11,7.9,4,82,57.1,29,13,3.9,0,975.6,973.1,970.8,0
12/7/2019,24,16.9,12,10,6.3,2,82,53.1,25,9,2.9,0,975.6,972.6,970.8,0
12/8/2019,24,17.8,12,9,7.7,5,82,53.6,29,11,3.8,0,974.6,972.1,969.9,0
12/9/2019,23,17.5,12,11,9.7,8,88,62.6,38,9,2.6,0,972.7,968.8,967,0
12/10/2019,23,17.8,11,13,11.1,9,88,67,44,11,6.5,0,970.8,967.5,966,0
12/11/2019,22,17.6,15,15,13.1,11,100,76.2,56,19,11.8,0,968,965.2,963.2,0
12/12/2019,19,15,10,16,12.2,9,100,84.6,64,15,6.4,0,971.8,968.8,964.1,0
12/13/2019,19,14.2,9,10,8.7,6,100,72.3,43,13,3.9,0,976.5,973.5,971.8,0
12/14/2019,20,14.7,10,11,8.8,7,100,71,43,11,5,0,975.6,973.4,971.8,0
12/15/2019,18,13.1,7,9,7.5,4,100,71.3,40,11,6,0,975.6,974,971.8,0
12/16/2019,15,10.1,6,9,7.8,6,100,87.2,63,15,4.5,0,977.5,974.7,972.7,0
12/17/2019,19,11.9,6,10,8.5,6,100,82.5,46,9,2.9,0,976.5,973.4,971.8,0
12/18/2019,21,14.7,8,10,7.3,2,100,66.7,30,7,2.6,0,974.6,949.7,0,0
